,Brand,Headline,Review,Grade
185,Hello Fresh,Wonderfully delicious. Sent right to your door.,"The hello fresh menus are easy to read. Easy to do and filling. , they taste good and they're different  than our old standbys",5
186,Hello Fresh,pretty good most of the time,"It’s a nice service when they send the correct ingredients and meals. The last couple orders came with missing ingredients, incorrect or entirely missing meals.",3
187,Hello Fresh,Best option at the best price :),"Are you tired of trying to figure out what to cook every day ? Hello fresh do that for you, new meals everyday, quick to make and the best part ? everything is delicious 😍I Highly recommend hello fresh, they changed my routine and my life too :)",5
188,Hello Fresh,The amount of food for the money isn’t…,The amount of food for the money isn’t worth it!,3
189,Hello Fresh,I payed and never got any of my food,,1
190,Hello Fresh,Missing dishes,"Missing dishes, then they try to only give you credit that is difficult to use",1
191,Hello Fresh,They messed everything up,"Even after I canceled my order, they still sent it to me. However, it wasn't even the same items I originally ordered. They also gave me the wrong meet than the substitute written on the packages. Also, the recipes did not have the right proportions. For a pack of pasta that should've served two, the amount of sauce was the size of a sampler and the pasta only fit one person, not two.",1
192,Hello Fresh,I wish it worked out,"I signed up with enthusiasm, looking forward to trying it out. Unfortunately, my experience was marred by misinformation from customer service, which occurred twice. The first instance involved a promise to receive the initial box by January 5th, but that did not happen. The second time, when I requested a refund for the first box and inquired about the discount applied to the unreceived first box, I was assured it would be addressed, but it wasn't.Upon calling to cancel my membership and seek a refund, I was again assured that it would be done. To my disappointment, the cancellation did not happen, and I was charged for the next box. This experience has eroded my trust in this service, and I cannot recommend it.[Updated]: I appreciated the fact that customer service reached out and happy to prevent this from happening to future customers in the future. Thank you for understanding. editing from 1 star to 4 star.",4
193,Hello Fresh,We never got a delivery.,,1
194,Hello Fresh,The ingredients are fresh.,The ingredients are fresh and is healthier than take out.  I now realized I need better knives.,5
195,Hello Fresh,01.18.2024,"The Mexican Soup was ok.  There wasn't as many vegetables in the recipe.  The flavor was good, just underwhelmed with it overall.",4
196,Hello Fresh,My daughters clean their plates of food,Love the variety of food to pick from each week. Cost is effective. Meals are tasty. For the first time my 2 daughters clean their plates of food.,5
197,Hello Fresh,Food is good,"Food is good, recipes are easy to follow, stuff shows up on time and the price is within budget.",5
198,Hello Fresh,I have 1box charges for and delivered…,I have 1box charges for and delivered to wrong address and most recently a spider 🕷️ inside the box,1
199,Hello Fresh,It's very convenient and easy to prepare,Trying to incorporate some fun into my healthy eating,4
200,Hello Fresh,Wonderful and Delicious Meals,Great meals with easy to understand recipes.,5
201,Hello Fresh,Ingredients are always fresh,"Ingredients are always fresh, easy instructions and tasty meals.",4
202,Hello Fresh,Easy and fun to cook the meals,We love it. Wish it was more affordable if so I'd get it more often But love it We both work and it's easy to cook yummy meals,5
203,Hello Fresh,Looooooove it!,Everything is prepackaged and ready to go. Just chop veggies and follow directions. I've gained so much time back in my life not picking meals and making grocery lists. I'll never do life without them again!,5
204,Hello Fresh,Terrible customer response,"I have tried multiple times to suspend my deliveries for weeks when I’d be traveling, and have been ignored",1
205,Hello Fresh,Delivered safely in bad weather!  Thanks!,Today I expected a delay in my delivery due to freezing rain and ice.  But my package arrived at my door right on time!  Thank you!,5
206,Hello Fresh,Very tasty,Very tasty. Love not having to plan or shop.,4
207,Hello Fresh,Not worth wasting my breath,,1
208,Hello Fresh,Charging my account fraudulently,,1
209,Hello Fresh,Good,"Lowers waste, less stressed about coming up with ideas, makes cooking fun again",5
210,Hello Fresh,Helpful but not always Easy,"I like the convenience of having several meals for a week with recipe and ingredients ready when needed.  I use the service to give me a little break in food planning and shopping.Have gotten use to the way the recipes instructions are written but definitely requires several read throughs prior.  Not particularly great is the disposal of the freezer bags and there have been issues with leaking proteins and damaged recipe cards.  Neither which required the companies attention or re-delivery.There was only once when ingredients were subpar (fresh ginger), but I had plenty on hand that no other action was necessary.",3
211,Hello Fresh,Good eats,Your product is very good and it is just enough to have 2 servings. This allows me to have portion control of my meals.,5
212,Hello Fresh,Delivery on time,"Delivery on time, food was GREAT",5
213,Hello Fresh,It's a great concept,It's a great concept. Easy. I did have missing spices and some ingredients had opened and were unusable. It's just to expensive for what you get.,3
214,Hello Fresh,Simple,"Simple, easy, quick, generous portions.",5
215,Hello Fresh,The meals are always delicious,"The meals are always delicious, easy to prepare, and allow me to modify the preparation to suit my personal taste. Since I'm in charge of preparing the meal, I get to decide how much oil and butter or salt and pepper I want.  If I get that wrong, I only have myself to blame.",5
