,Brand,Headline,Review_not_corrected,Grade,Review
69,Hello Fresh,Good variety but several times the green vegetables were…,"Several times the green vegetables were spoiled. Good variety and we liked most of the meals. For 2 people and unprepared food, value is good.",4,"Several times the green vegetables were spoiled. Good variety and we liked most of the meals. For 2 people and prepared food, value is good."
70,Hello Fresh,Almost everything you need is included…,Almost everything you need is included except butter and sugar.  We go to our cabin and this is perfect because I know I have everything I needl,5,Almost everything you need is included except butter and sugar.  He go to our cabin and this is perfect because I know I have everything I need
71,Hello Fresh,The recipes themselves are delicious…,The recipes themselves are delicious but the portions are sometimes ridiculously small and far below what is advertised. For example I ordered a meal that stated it included 10 oz of pork but when I measured the pork itself on a scale without the plastic it only weighed barely 7oz. Also the ingredients sometimes will not even last a week before they start looking bad.,2,The recipe themselves are delicious but the portions are sometimes ridiculously small and far below what is advertised. For example I ordered a meal that stated it included 10 oz of pork but when I measured the pork itself on a scale without the plastic it only weighed barely oz. Also the ingredient sometimes will not even last a week before they start looking bad.
72,Hello Fresh,The recipes are simple and delicious,The recipes are simple and delicious.  It gives me the opportunity to try new things without spending a lot of money.,5,The recipe are simple and delicious.  It gives me the opportunity to try new things without spending a lot of money.
73,Hello Fresh,I thought I skipped this week but I…,I thought I skipped this week but I guess I didn’t…. I didn’t choose these meals and they were mediocre at best,3,I thought I skipped this week but I guess I didn’t…. I didn’t choose these meals and they were mediocre at best
74,Hello Fresh,Delicious recipes,Everything that my husband and I ordered had been delicious. We are very happy with the service.,5,Everything that my husband and I ordered had been delicious. He are very happy with the service.
75,Hello Fresh,Great Experience,"A great majority of the dinners have been extremely good, along with the easy to follow directions and the food coming packed together makes fixing dinner extremely easy.",4,"A great majority of the dinners have been extremely good, along with the easy to follow directions and the food coming packed together makes fixing dinner extremely easy."
76,Hello Fresh,It's impossible to contact them,"It's impossible to contact them, I am trying to cancel my deliveries thru March 11th and after 6 tries it still hasn't happened. I can't get a return phone call.Also much of their food is mediocre",2,"It's impossible to contact them, I am trying to cancel my delivered thou March with and after 6 tries it still hasn't happened. I can't get a return phone call.Also much of their food is mediocre"
77,Hello Fresh,Fresh and delicious!,Food was super fresh and delicious recipes!,5,Good was super fresh and delicious recipe!
78,Hello Fresh,I was charged with $55.97 for six days…,I was charged with $55.97 for six days of meals.  I have now been charged with $120.97 which I did not signed up for.Please return my $120.97 which I never received any additional meals.  I feel like you have scammed me.,1,I was charged with $55.97 for six days of meals.  I have now been charged with $120.97 which I did not signed up for.Please return my $120.97 which I never received any additional meals.  I feel like you have slammed me.
